Date,Sectors,AUC 1,AUC 2,Difference
31-Aug-22,Realty,56602,59419,2817
31-Aug-22,Services,76271,79154,2883
31-Aug-22,Telecommunication,110564,115523,4959
31-Aug-22,Textiles,21007,21706,699
31-Aug-22,Utilities,375,393,18
31-Aug-22,Sovereign,0,0,0
31-Aug-22,Others,9782,10187,405
31-Aug-22,Grand Total,4701902,4794095,92193
15-Aug-20,Automobiles & Auto Components,138290,144407,6117
15-Aug-20,Total Financial Services,825974,850076,24102
15-Aug-20,Banks,480327,492200,11873
15-Aug-20,Other Financial Services1,345647,357876,12229
15-Aug-20,Capital Goods,73477,79418,5941
15-Aug-20,Chemicals & Petrochemicals,39467,40612,1145
15-Aug-20,Coal,6053,6166,113
15-Aug-20,Commercial Services & Supplies,6654,7573,919
15-Aug-20,Construction Materials,48521,47747,-774
15-Aug-20,Consumer Durables,52118,54930,2812
15-Aug-20,Diversified2,5538,5942,404
15-Aug-20,Diversified Consumer Services,1989,2089,100
15-Aug-20,Food & Drugs Retailing,0,1,1
15-Aug-20,"Food, Beverages & Tobacco",98194,102021,3827
15-Aug-20,Forest Materials,1113,1147,34
15-Aug-20,General Industrials,13335,15204,1869
15-Aug-20,Hardware Technology & Equipment,43,44,1
15-Aug-20,Healthcare Equipment & Supplies,82,82,0
15-Aug-20,Healthcare Services,22521,22817,296
15-Aug-20,"Hotels, Restaurants & Tourism",10824,12096,1272
15-Aug-20,Household & Personal Products,131921,130629,-1292
15-Aug-20,Insurance,85088,81196,-3892
15-Aug-20,Media,14944,16722,1778
15-Aug-20,Metals & Mining,32721,37758,5037
15-Aug-20,Oil & Gas,372265,381051,8786
15-Aug-20,Pharmaceuticals & Biotechnology,139557,146016,6459
15-Aug-20,Real Estate Investment,0,0,0
15-Aug-20,Realty,21845,22714,869
15-Aug-20,Retailing,38007,40908,2901
15-Aug-20,Software & Services,378020,376658,-1362
15-Aug-20,Telecom Services,82474,80284,-2190
15-Aug-20,Telecommunications Equipment,91,105,14
15-Aug-20,"Textiles, Apparels & Accessories",29236,30444,1208
15-Aug-20,Transportation,30321,31344,1023
15-Aug-20,Airlines,5383,6232,849
15-Aug-20,Logistics,1187,1191,4
31-Aug-20,Marine Port & Services,11485,12750,1265
31-Aug-20,Roads & Highways,1332,1467,135
31-Aug-20,Shipping,853,940,87
31-Aug-20,Surface Transportation,23,27,4
31-Aug-20,Transport Related Services,7348,6096,-1252
31-Aug-20,Airport Services,2709,2640,-69
31-Aug-20,Utilities3,65913,66491,578
31-Aug-20,Sovereign,0,0,0
31-Aug-20,Others4,22097,21293,-804
31-Aug-20,Grand Total,2788693,2855983,67290
31-Aug-20,Automobiles & Auto Components,191015,191800,785
31-Aug-20,Total Financial Services,1396742,1471517,74775
31-Aug-20,Banks,802059,846317,44258
31-Aug-20,Other Financial Services1,594683,625201,30518
31-Aug-20,Capital Goods,150962,154214,3252
31-Aug-20,Chemicals & Petrochemicals,82703,82471,-232
31-Aug-20,Coal,5865,5890,25
31-Aug-20,Commercial Services & Supplies,37887,38267,380
31-Aug-20,Construction Materials,100142,96414,-3728
31-Aug-20,Consumer Durables,128050,128953,903
31-Aug-20,Diversified2,13507,14350,843
31-Aug-20,Diversified Consumer Services,3648,3462,-186
31-Aug-20,Food & Drugs Retailing,4,3,-1
31-Aug-20,"Food, Beverages & Tobacco",114964,118037,3073
31-Aug-20,Forest Materials,2076,2022,-54
31-Aug-20,General Industrials,37741,37163,-578
31-Aug-20,Hardware Technology & Equipment,35,45,10
31-Aug-20,Healthcare Equipment & Supplies,1451,1355,-96
31-Aug-20,Healthcare Services,56871,57384,513
31-Aug-20,"Hotels, Restaurants & Tourism",30167,31058,891
31-Aug-20,Household & Personal Products,165211,166496,1285
31-Aug-20,Insurance,115366,115465,99
31-Aug-20,Media,19776,18511,-1265
31-Aug-20,Metals & Mining,115448,115314,-134
31-Aug-20,Oil & Gas,394264,411414,17150
31-Aug-20,Pharmaceuticals & Biotechnology,180700,178810,-1890
31-Aug-20,Real Estate Investment,0,0,0
31-Aug-20,Realty,50794,50281,-513
31-Aug-20,Retailing,76012,77471,1459
31-Aug-20,Software & Services,625884,672046,46162
15-Dec-23,Telecom Services,87189,95341,8152
15-Dec-23,Telecommunications Equipment,306,273,-33
15-Dec-23,"Textiles, Apparels & Accessories",51330,53349,2019
15-Dec-23,Transportation,55869,56868,999
15-Dec-23,Airlines,12255,12430,175
15-Dec-23,Logistics,3154,3106,-48
15-Dec-23,Marine Port & Services,22319,22990,671
15-Dec-23,Roads & Highways,2631,2528,-103
15-Dec-23,Shipping,1295,1146,-149
15-Dec-23,Surface Transportation,88,87,-1
15-Dec-23,Transport Related Services,9755,10275,520
15-Dec-23,Airport Services,4372,4306,-66
15-Dec-23,Utilities3,109509,122217,12708
15-Dec-23,Sovereign,0,0,0
15-Dec-23,Others4,27929,27559,-370
15-Dec-23,Grand Total,4429417,4595821,166404
15-Dec-23,Automobiles & Auto Components,128642,147992,19350
15-Dec-23,Total Financial Services,850096,920984,70888
15-Dec-23,Banks,492200,550692,58492
15-Dec-23,Other Financial Services1,357896,370292,12396
15-Dec-23,Capital Goods,79413,83731,4318
15-Dec-23,Chemicals & Petrochemicals,40612,42126,1514
15-Dec-23,Coal,6166,6341,175
15-Dec-23,Commercial Services & Supplies,7573,9382,1809
15-Dec-23,Construction Materials,47747,46750,-997
15-Dec-24,Consumer Durables,54930,58584,3654
15-Dec-24,Diversified2,5942,5876,-66
15-Dec-24,Diversified Consumer Services,2089,2276,187
15-Dec-24,Food & Drugs Retailing,1,1,0
15-Dec-24,"Food, Beverages & Tobacco",102021,99335,-2686
15-Dec-24,Forest Materials,1147,1144,-3
15-Dec-24,General Industrials,15204,15998,794
15-Dec-24,Hardware Technology & Equipment,44,45,1
15-Dec-24,Healthcare Equipment & Supplies,82,81,-1
15-Dec-24,Healthcare Services,22916,23212,296
15-Dec-24,"Hotels, Restaurants & Tourism",12096,13573,1477
15-Dec-24,Household & Personal Products,130629,126500,-4129
15-Dec-24,Insurance,81196,79269,-1927
15-Dec-24,Media,16722,20498,3776
15-Dec-24,Metals & Mining,37758,38963,1205
15-Dec-24,Oil & Gas,381051,375625,-5426
15-Dec-24,Pharmaceuticals & Biotechnology,146016,140435,-5581
15-Dec-24,Real Estate Investment,0,0,0
15-Dec-24,Realty,22714,25567,2853
15-Dec-24,Retailing,40908,43299,2391
15-Dec-24,Software & Services,376658,374865,-1793
15-Dec-24,Telecom Services,80284,78933,-1351
15-Dec-24,Telecommunications Equipment,105,106,1
15-Dec-24,"Textiles, Apparels & Accessories",30444,30692,248
15-Dec-24,Transportation,31344,32838,1494
31-Dec-23,Airlines,6232,6714,482
31-Dec-23,Logistics,1191,1402,211
31-Dec-23,Marine Port & Services,12750,13141,391
31-Dec-23,Roads & Highways,1467,1481,14
31-Dec-23,Shipping,940,911,-29
31-Dec-23,Surface Transportation,27,27,0
31-Dec-23,Transport Related Services,6096,6196,100
31-Dec-23,Airport Services,2640,2966,326
31-Dec-23,Utilities3,66491,68803,2312
31-Aug-20,Sovereign,0,0,0
31-Aug-20,Others4,36944,21466,-15478
31-Aug-20,Grand Total,2855983,2935288,79305
31-Aug-21,Automobiles & Auto Components,191800,190014,-1786
31-Aug-21,Total Financial Services,1471517,1523088,51571
31-Aug-21,Banks,846317,852223,5906
31-Aug-21,Other Financial Services1,625201,670865,45664
31-Aug-21,Capital Goods,154214,158995,4781
31-Aug-21,Chemicals & Petrochemicals,82471,82820,349
31-Aug-21,Coal,5890,5908,18
31-Aug-21,Commercial Services & Supplies,38267,40125,1858
31-Aug-21,Construction Materials,96414,102261,5847
31-Aug-21,Consumer Durables,128953,135077,6124
31-Aug-21,Diversified2,14350,15694,1344
31-Aug-21,Diversified Consumer Services,3462,3540,78
31-Aug-21,Food & Drugs Retailing,3,4,1
31-Aug-21,"Food, Beverages & Tobacco",118037,123734,5697
31-Aug-21,Forest Materials,2022,1889,-133
31-Aug-21,General Industrials,37163,37682,519
31-Aug-21,Hardware Technology & Equipment,45,51,6
31-Aug-21,Healthcare Equipment & Supplies,1355,1444,89
31-Aug-21,Healthcare Services,57384,67352,9968
31-Aug-21,"Hotels, Restaurants & Tourism",31058,32456,1398
31-Aug-21,Household & Personal Products,166496,184167,17671
31-Aug-21,Insurance,115465,121569,6104
31-Aug-21,Media,18511,17470,-1041
31-Aug-21,Metals & Mining,115314,112432,-2882
31-Aug-21,Oil & Gas,411414,457790,46376
31-Aug-21,Pharmaceuticals & Biotechnology,178810,177865,-945
31-Aug-21,Real Estate Investment,0,0,0
31-Aug-21,Realty,50281,49798,-483
31-Aug-21,Retailing,77471,85585,8114
31-Aug-21,Software & Services,672046,702454,30408
31-Aug-21,Telecom Services,95341,98173,2832
31-Aug-21,Telecommunications Equipment,273,298,25
31-Aug-21,"Textiles, Apparels & Accessories",53349,54406,1057
31-Aug-21,Transportation,56868,61009,4141
31-Aug-21,Airlines,12430,14203,1773
31-Aug-21,Logistics,3106,3223,117
31-Aug-21,Marine Port & Services,22990,24509,1519
31-Aug-21,Roads & Highways,2528,2545,17
31-Aug-21,Shipping,1146,1262,116
31-Aug-21,Surface Transportation,87,81,-6
31-Aug-21,Transport Related Services,10275,10654,379
31-Aug-21,Airport Services,4306,4531,225
31-Aug-21,Utilities3,122217,136793,14576
31-Aug-21,Sovereign,0,0,0
31-Aug-21,Others4,27559,7973,-19586
31-Aug-21,Grand Total,4595821,4789916,194095
15-Dec-23,Automobile and Auto Components,384535,399156,14621
15-Dec-23,Capital Goods,248334,262951,14617
15-Dec-23,Chemicals,97452,101060,3608
15-Dec-23,Construction,120842,135702,14860
15-Dec-23,Construction Materials,101524,114004,12480
15-Dec-23,Consumer Durables,190902,197054,6152
15-Dec-23,Consumer Services,170760,181871,11111
15-Dec-23,Diversified,3894,4010,116
15-Dec-23,Fast Moving Consumer Goods,388673,396010,7337
15-Dec-23,Financial Services,1801596,1941167,139571
15-Dec-23,Forest Materials,2551,2566,15
15-Dec-23,Healthcare,317402,322262,4860
15-Dec-23,Information Technology,548415,602397,53982
15-Dec-23,"Media, Entertainment & Publication",19503,19242,-261
15-Dec-23,Metals & Mining,161412,182300,20888
15-Dec-23,"Oil, Gas & Consumable Fuels",472586,497284,24698
15-Dec-23,Power,201661,245237,43576
15-Dec-23,Realty,99153,106470,7317
15-Dec-23,Services,95557,109971,14414
15-Dec-23,Telecommunication,158064,159541,1477
15-Dec-23,Textiles,19152,19382,230
15-Dec-23,Utilities,1021,1109,88
15-Dec-23,Sovereign,0,0,0
15-Dec-23,Others,18338,18495,157
15-Dec-23,Grand Total,5623328,6019242,395914
15-Dec-24,Automobile and Auto Components,521496,526851,5355
15-Dec-24,Capital Goods,394142,410783,16641
15-Dec-24,Chemicals,116909,119064,2155
15-Dec-24,Construction,140878,148280,7402
15-Dec-24,Construction Materials,118249,125672,7423
15-Dec-24,Consumer Durables,215814,224785,8971
15-Dec-24,Consumer Services,332209,347250,15041
15-Dec-24,Diversified,7340,7652,312
15-Dec-24,Fast Moving Consumer Goods,421944,412983,-8961
15-Dec-24,Financial Services,2080522,2160433,79911
15-Dec-24,Forest Materials,4354,4478,124
15-Dec-24,Healthcare,481947,492833,10886
15-Dec-24,Information Technology,714024,767699,53675
15-Dec-24,"Media, Entertainment & Publication",13689,13557,-132
15-Dec-24,Metals & Mining,201724,211366,9642
15-Dec-24,"Oil, Gas & Consumable Fuels",504606,494622,-9984
15-Dec-24,Power,284054,282933,-1121
15-Dec-24,Realty,158843,174609,15766
15-Dec-24,Services,138742,144261,5519
15-Dec-24,Telecommunication,279231,288097,8866
15-Dec-24,Textiles,24880,27545,2665
15-Dec-24,Utilities,3460,3644,184
15-Dec-24,Sovereign,0,0,0
15-Dec-24,Others,28935,33757,4822
15-Dec-24,Grand Total,7187992,7423155,235163
31-Dec-23,Automobile and Auto Components,399156,411001,11845
31-Dec-23,Capital Goods,262951,270580,7629
31-Dec-23,Chemicals,101060,103541,2481
31-Dec-23,Construction,135702,137915,2213
31-Dec-23,Construction Materials,114004,117638,3634
31-Dec-23,Consumer Durables,197054,203322,6268
31-Dec-23,Consumer Services,181871,183131,1260
31-Dec-23,Diversified,4010,4560,550
31-Dec-23,Fast Moving Consumer Goods,396010,419522,23512
31-Dec-23,Financial Services,1941167,1947278,6111
31-Dec-23,Forest Materials,2566,2639,73
31-Dec-23,Healthcare,322262,333871,11609
31-Dec-23,Information Technology,602397,600018,-2379
31-Dec-23,"Media, Entertainment & Publication",19242,19058,-184
31-Dec-23,Metals & Mining,182300,188163,5863
31-Dec-23,"Oil, Gas & Consumable Fuels",497284,519314,22030
31-Dec-23,Power,245237,248719,3482
31-Dec-23,Realty,106470,108114,1644
31-Dec-23,Services,109971,110353,382
31-Dec-23,Telecommunication,159541,164846,5305
31-Dec-23,Textiles,19382,19261,-121
31-Dec-23,Utilities,1109,1102,-7
31-Dec-23,Sovereign,0,0,0
31-Dec-23,Others,18495,18210,-285
31-Dec-23,Grand Total,6019242,6132155,112913
31-Dec-24,Automobile and Auto Components,526851,505062,-21789
31-Dec-24,Capital Goods,410783,386345,-24438
31-Dec-24,Chemicals,119064,112261,-6803
31-Dec-24,Construction,148280,139955,-8325
31-Dec-24,Construction Materials,125672,117666,-8006
31-Dec-24,Consumer Durables,224785,218756,-6029
31-Dec-24,Consumer Services,347250,344723,-2527
31-Dec-24,Diversified,7652,7626,-26
31-Dec-24,Fast Moving Consumer Goods,412983,408978,-4005
31-Dec-24,Financial Services,2160433,2049709,-110724
31-Dec-24,Forest Materials,4478,4153,-325
31-Dec-24,Healthcare,492833,507781,14948
31-Dec-24,Information Technology,767699,729200,-38499
31-Dec-24,"Media, Entertainment & Publication",13557,12731,-826
31-Dec-24,Metals & Mining,211366,195062,-16304
31-Dec-24,"Oil, Gas & Consumable Fuels",494622,469976,-24646
31-Dec-24,Power,282933,262170,-20763
31-Dec-24,Realty,174609,170007,-4602
31-Dec-24,Services,144261,142879,-1382
31-Dec-24,Telecommunication,288097,272674,-15423
31-Dec-24,Textiles,27545,27119,-426
31-Dec-24,Utilities,3644,3490,-154
31-Dec-24,Sovereign,0,0,0
31-Dec-24,Others,33757,31116,-2641
31-Dec-24,Grand Total,7423155,7119441,-303714
15-Dec-20,Automobiles & Auto Components,169610,179062,9452
15-Dec-20,Total Financial Services,1205623,1258708,53085
15-Dec-20,Banks,729689,757997,28308
15-Dec-20,Other Financial Services1,475934,500711,24777
15-Dec-20,Capital Goods,126250,131248,4998
15-Dec-20,Chemicals & Petrochemicals,45012,48202,3190
15-Dec-20,Coal,5019,5700,681
15-Dec-20,Commercial Services & Supplies,12438,14033,1595
15-Dec-20,Construction Materials,60660,63269,2609
15-Dec-20,Consumer Durables,74817,84334,9517
15-Dec-20,Diversified2,8129,8451,322
15-Dec-20,Diversified Consumer Services,2566,2669,103
15-Dec-20,Food & Drugs Retailing,0,0,0
15-Dec-20,"Food, Beverages & Tobacco",103109,112100,8991
15-Dec-20,Forest Materials,1057,1169,112
15-Dec-20,General Industrials,19950,20202,252
15-Dec-20,Hardware Technology & Equipment,40,44,4
15-Dec-20,Healthcare Equipment & Supplies,142,177,35
15-Dec-20,Healthcare Services,32706,32991,285
15-Dec-20,"Hotels, Restaurants & Tourism",16502,19722,3220
15-Dec-20,Household & Personal Products,131816,141879,10063
15-Dec-20,Insurance,86508,89584,3076
15-Dec-20,Media,18037,21056,3019
15-Dec-20,Metals & Mining,46604,54212,7608
15-Dec-20,Oil & Gas,356750,368355,11605
15-Dec-20,Pharmaceuticals & Biotechnology,157320,166808,9488
15-Dec-20,Real Estate Investment,0,0,0
15-Dec-20,Realty,29159,32457,3298
15-Dec-20,Retailing,49746,55005,5259
15-Dec-20,Software & Services,454506,475959,21453
15-Dec-20,Telecom Services,70913,72373,1460
15-Dec-20,Telecommunications Equipment,62,80,18
15-Dec-20,"Textiles, Apparels & Accessories",36620,39659,3039
15-Dec-20,Transportation,38935,43124,4189
15-Dec-20,Airlines,9911,11101,1190
15-Dec-20,Logistics,1611,1709,98
15-Dec-20,Marine Port & Services,15645,18148,2503
15-Dec-20,Roads & Highways,1449,1496,47
15-Dec-20,Shipping,904,1033,129
15-Dec-20,Surface Transportation,31,32,1
15-Dec-20,Transport Related Services,5977,5890,-87
15-Dec-20,Airport Services,3407,3715,308
15-Dec-20,Utilities3,77075,83183,6108
15-Dec-20,Sovereign,0,0,0
15-Dec-20,Others4,19782,21479,1697
15-Dec-20,Grand Total,3457463,3647293,189830
15-Dec-21,Automobiles & Auto Components,193073,197986,4913
15-Dec-21,Total Financial Services,1464427,1478997,14570
15-Dec-21,Banks,818524,831304,12780
15-Dec-21,Other Financial Services1,645902,647693,1791
15-Dec-21,Capital Goods,143802,153151,9349
15-Dec-21,Chemicals & Petrochemicals,77316,82979,5663
15-Dec-21,Coal,6608,6027,-581
15-Dec-21,Commercial Services & Supplies,38388,39022,634
15-Dec-21,Construction Materials,93099,93539,440
15-Dec-21,Consumer Durables,138556,140852,2296
15-Dec-21,Diversified2,12688,13427,739
15-Dec-21,Diversified Consumer Services,6997,6806,-191
15-Dec-21,Food & Drugs Retailing,3,4,1
15-Dec-21,"Food, Beverages & Tobacco",124262,123888,-374
15-Dec-21,Forest Materials,2059,2211,152
15-Dec-21,General Industrials,38823,41306,2483
15-Dec-21,Hardware Technology & Equipment,76,78,2
15-Dec-21,Healthcare Equipment & Supplies,1894,1766,-128
15-Dec-21,Healthcare Services,74094,69480,-4614
15-Dec-21,"Hotels, Restaurants & Tourism",34343,36161,1818
15-Dec-21,Household & Personal Products,159288,156191,-3097
15-Dec-21,Insurance,113335,116973,3638
15-Dec-21,Media,23300,26270,2970
15-Dec-21,Metals & Mining,93596,100435,6839
15-Dec-21,Oil & Gas,479683,500029,20346
15-Dec-21,Pharmaceuticals & Biotechnology,166055,161627,-4428
15-Dec-21,Real Estate Investment,0,0,0
15-Dec-21,Realty,66266,67954,1688
15-Dec-21,Retailing,110919,104198,-6721
15-Dec-21,Software & Services,684150,694336,10186
15-Dec-21,Telecom Services,120528,115156,-5372
15-Dec-21,Telecommunications Equipment,515,965,450
15-Dec-21,"Textiles, Apparels & Accessories",71147,71457,310
15-Dec-21,Transportation,58798,62244,3446
15-Dec-21,Airlines,13654,14017,363
15-Dec-21,Logistics,3461,3549,88
15-Dec-21,Marine Port & Services,21967,23877,1910
15-Dec-21,Roads & Highways,2476,2479,3
15-Dec-21,Shipping,1253,1291,38
15-Dec-21,Surface Transportation,150,158,8
15-Dec-21,Transport Related Services,9622,9867,245
15-Dec-21,Airport Services,6215,7005,790
15-Dec-21,Utilities3,171688,177635,5947
15-Dec-21,Sovereign,0,0,0
15-Dec-21,Others4,28125,18597,-9528
15-Dec-21,Grand Total,4797902,4861746,63844
15-Dec-22,Automobile and Auto Components,271908,265434,-6474
15-Dec-22,Capital Goods,129454,133992,4538
15-Dec-22,Chemicals,105523,104792,-731
15-Dec-22,Construction,73356,78181,4825
15-Dec-22,Construction Materials,84868,86122,1254
15-Dec-22,Consumer Durables,169845,164520,-5325
15-Dec-22,Consumer Services,118749,121270,2521
15-Dec-22,Diversified,1583,1588,5
15-Dec-22,Fast Moving Consumer Goods,333231,338180,4949
15-Dec-22,Financial Services,1612810,1611737,-1073
15-Dec-22,Forest Materials,1903,1863,-40
15-Dec-22,Healthcare,241739,236566,-5173
15-Dec-22,Information Technology,534674,514985,-19689
15-Dec-22,"Media, Entertainment & Publication",22560,22046,-514
15-Dec-22,Metals & Mining,167640,173394,5754
15-Dec-22,"Oil, Gas & Consumable Fuels",583358,558113,-25245
15-Dec-22,Power,226118,214686,-11432
15-Dec-22,Realty,55488,58522,3034
15-Dec-22,Services,81236,82114,878
15-Dec-22,Telecommunication,133294,130036,-3258
15-Dec-22,Textiles,20833,20056,-777
15-Dec-22,Utilities,620,638,18
15-Dec-22,Sovereign,0,0,0
15-Dec-22,Others,15690,11709,-3981
15-Dec-22,Grand Total,4986480,4930543,-55937
31-Dec-20,Automobiles & Auto Components,179062,180952,1890
31-Dec-20,Total Financial Services,1258708,1317036,58328
31-Dec-20,Banks,757997,777131,19134
31-Dec-20,Other Financial Services1,500711,539905,39194
31-Dec-20,Capital Goods,131248,135241,3993
31-Dec-20,Chemicals & Petrochemicals,48202,49955,1753
31-Dec-20,Coal,5700,5446,-254
31-Dec-20,Commercial Services & Supplies,14033,14398,365
31-Dec-20,Construction Materials,63269,65068,1799
31-Dec-20,Consumer Durables,84334,92619,8285
31-Dec-20,Diversified2,8451,8982,531
31-Dec-20,Diversified Consumer Services,2669,2612,-57
31-Dec-20,Food & Drugs Retailing,0,1,1
31-Dec-20,"Food, Beverages & Tobacco",112100,112023,-77
31-Dec-20,Forest Materials,1169,1234,65
31-Dec-20,General Industrials,20202,22487,2285
31-Dec-20,Hardware Technology & Equipment,44,43,-1
31-Dec-20,Healthcare Equipment & Supplies,177,170,-7
31-Dec-20,Healthcare Services,32991,33952,961
31-Dec-20,"Hotels, Restaurants & Tourism",19722,21394,1672
31-Dec-20,Household & Personal Products,141879,145962,4083
31-Dec-20,Insurance,89584,94315,4731
31-Dec-20,Media,21056,20956,-100
31-Dec-20,Metals & Mining,54212,56559,2347
31-Dec-20,Oil & Gas,368355,368353,-2
31-Dec-20,Pharmaceuticals & Biotechnology,166808,164256,-2552
31-Dec-20,Real Estate Investment,0,0,0
31-Dec-20,Realty,32457,35275,2818
31-Dec-20,Retailing,55005,56567,1562
31-Dec-20,Software & Services,475959,505607,29648
31-Dec-20,Telecom Services,72373,76235,3862
31-Dec-20,Telecommunications Equipment,80,86,6
31-Dec-20,"Textiles, Apparels & Accessories",39659,42828,3169
31-Dec-20,Transportation,43124,43448,324
31-Dec-20,Airlines,11101,11658,557
31-Dec-20,Logistics,1709,1746,37
31-Dec-20,Marine Port & Services,18148,18355,207
31-Dec-20,Roads & Highways,1496,1539,43
31-Dec-20,Shipping,1033,972,-61
31-Dec-20,Surface Transportation,32,31,-1
31-Dec-20,Transport Related Services,5890,5684,-206
31-Dec-20,Airport Services,3715,3462,-253
31-Dec-20,Utilities3,83183,82502,-681
31-Dec-20,Sovereign,0,0,0
31-Dec-20,Others4,21479,22465,986
31-Dec-20,Grand Total,3647293,3779025,131732
31-Dec-21,Automobiles & Auto Components,197986,197424,-562
31-Dec-21,Total Financial Services,1478997,1426391,-52606
31-Dec-21,Banks,831304,802378,-28926
31-Dec-21,Other Financial Services1,647693,624013,-23680
31-Dec-21,Capital Goods,153151,154426,1275
31-Dec-21,Chemicals & Petrochemicals,82979,84518,1539
31-Dec-21,Coal,6027,5982,-45
31-Dec-21,Commercial Services & Supplies,39022,39186,164
31-Dec-21,Construction Materials,93539,93617,78
31-Dec-21,Consumer Durables,140852,144813,3961
31-Dec-21,Diversified2,13427,14961,1534
31-Dec-21,Diversified Consumer Services,6806,7044,238
31-Dec-21,Food & Drugs Retailing,4,425,421
31-Dec-21,"Food, Beverages & Tobacco",123888,123647,-241
31-Dec-21,Forest Materials,2211,2207,-4
31-Dec-21,General Industrials,41306,40467,-839
31-Dec-21,Hardware Technology & Equipment,78,85,7
31-Dec-21,Healthcare Equipment & Supplies,1766,1888,122
31-Dec-21,Healthcare Services,69480,70329,849
31-Dec-21,"Hotels, Restaurants & Tourism",36161,34778,-1383
31-Dec-21,Household & Personal Products,156191,158568,2377
31-Dec-21,Insurance,116973,115860,-1113
31-Dec-21,Media,26270,23230,-3040
31-Dec-21,Metals & Mining,100435,99776,-659
31-Dec-21,Oil & Gas,500029,490912,-9117
31-Dec-21,Pharmaceuticals & Biotechnology,161627,170634,9007
31-Dec-21,Real Estate Investment,0,0,0
31-Dec-21,Realty,67954,65520,-2434
31-Dec-21,Retailing,104198,102294,-1904
31-Dec-21,Software & Services,694336,749409,55073
31-Dec-21,Telecom Services,115156,113580,-1576
31-Dec-21,Telecommunications Equipment,965,858,-107
31-Dec-21,"Textiles, Apparels & Accessories",71457,75455,3998
31-Dec-21,Transportation,62244,62951,707
31-Dec-21,Airlines,14017,14486,469
31-Dec-21,Logistics,3549,3671,122
31-Dec-21,Marine Port & Services,23877,23858,-19
31-Dec-21,Roads & Highways,2479,2317,-162
31-Dec-21,Shipping,1291,1295,4
31-Dec-21,Surface Transportation,158,135,-23
