Date,Sectors,AUC 1,AUC 2,Difference
15-Nov-20,Transportation,33665,36927,3262
15-Nov-20,Airlines,7720,10279,2559
15-Nov-20,Logistics,1438,1602,164
15-Nov-20,Marine Port & Services,13550,13676,126
15-Nov-20,Roads & Highways,1353,1363,10
15-Nov-20,Shipping,810,841,31
15-Nov-20,Surface Transportation,28,29,1
15-Nov-20,Transport Related Services,5809,6065,256
15-Nov-20,Airport Services,2957,3072,115
15-Nov-20,Utilities3,65218,71361,6143
15-Nov-20,Sovereign,0,0,0
15-Nov-20,Others4,20584,21088,504
15-Nov-20,Grand Total,3046643,3345954,299311
15-Nov-21,Automobiles & Auto Components,202455,210139,7684
15-Nov-21,Total Financial Services,1591280,1609755,18475
15-Nov-21,Banks,907747,893454,-14293
15-Nov-21,Other Financial Services1,683533,716301,32768
15-Nov-21,Capital Goods,145455,156196,10741
15-Nov-21,Chemicals & Petrochemicals,81925,82870,945
15-Nov-21,Coal,7030,7096,66
15-Nov-21,Commercial Services & Supplies,34253,40458,6205
15-Nov-21,Construction Materials,98701,103291,4590
15-Nov-21,Consumer Durables,137047,142304,5257
15-Nov-21,Diversified2,12906,13478,572
15-Nov-21,Diversified Consumer Services,6830,7109,279
15-Nov-21,Food & Drugs Retailing,2,2,0
15-Nov-21,"Food, Beverages & Tobacco",128512,131627,3115
15-Nov-21,Forest Materials,1998,2295,297
15-Nov-21,General Industrials,39891,41340,1449
15-Nov-21,Hardware Technology & Equipment,76,82,6
15-Nov-21,Healthcare Equipment & Supplies,1473,1460,-13
15-Nov-21,Healthcare Services,59581,67207,7626
15-Nov-21,"Hotels, Restaurants & Tourism",32577,36610,4033
15-Nov-21,Household & Personal Products,167215,165629,-1586
15-Nov-21,Insurance,114796,119386,4590
15-Nov-21,Media,22122,24170,2048
15-Nov-21,Metals & Mining,107931,106404,-1527
15-Nov-21,Oil & Gas,504592,518679,14087
15-Nov-21,Pharmaceuticals & Biotechnology,170237,169751,-486
15-Nov-21,Real Estate Investment,0,0,0
15-Nov-21,Realty,63647,68973,5326
15-Nov-21,Retailing,87975,103289,15314
15-Nov-21,Software & Services,669578,705487,35909
15-Nov-21,Telecom Services,113998,121484,7486
15-Nov-21,Telecommunications Equipment,487,519,32
15-Nov-21,"Textiles, Apparels & Accessories",69294,74202,4908
15-Nov-21,Transportation,62722,66646,3924
15-Nov-21,Airlines,15721,17108,1387
15-Nov-21,Logistics,3102,3692,590
15-Nov-21,Marine Port & Services,22718,24201,1483
15-Nov-21,Roads & Highways,2792,2811,19
15-Nov-21,Shipping,1267,1301,34
15-Nov-21,Surface Transportation,131,160,29
15-Nov-21,Transport Related Services,10392,10752,360
15-Nov-21,Airport Services,6599,6620,21
15-Nov-21,Utilities3,166468,175428,8960
15-Nov-21,Sovereign,0,0,0
15-Nov-21,Others4,33634,33508,-126
15-Nov-21,Grand Total,4936691,5106876,170185
15-Nov-22,Automobile and Auto Components,272857,268885,-3972
15-Nov-22,Capital Goods,125493,127902,2409
15-Nov-22,Chemicals,104451,104566,115
15-Nov-22,Construction,69625,69615,-10
15-Nov-22,Construction Materials,79272,83133,3861
15-Nov-22,Consumer Durables,171705,168881,-2824
15-Nov-22,Consumer Services,120117,117351,-2766
15-Nov-22,Diversified,1636,1603,-33
15-Nov-22,Fast Moving Consumer Goods,317772,318667,895
15-Nov-22,Financial Services,1534042,1585145,51103
15-Nov-22,Forest Materials,1880,1825,-55
15-Nov-22,Healthcare,240392,238048,-2344
15-Nov-22,Information Technology,508489,530608,22119
15-Nov-22,"Media, Entertainment & Publication",22288,22356,68
15-Nov-22,Metals & Mining,146884,169021,22137
15-Nov-22,"Oil, Gas & Consumable Fuels",547878,565227,17349
15-Nov-22,Power,237907,236483,-1424
15-Nov-22,Realty,54128,55687,1559
15-Nov-22,Services,76971,79773,2802
15-Nov-22,Telecommunication,131006,132451,1445
15-Nov-22,Textiles,21483,20535,-948
15-Nov-22,Utilities,361,404,43
15-Nov-22,Sovereign,0,0,0
15-Nov-22,Others,11026,11793,767
15-Nov-22,Grand Total,4797660,4909960,112300
30-Nov-12,Automobiles & Auto Components,54987,661,-54326
30-Nov-12,Total Financial Services,319728,1907,-317821
30-Nov-12,Banks,182462,1078,-181384
30-Nov-12,Other Financial Services1,137266,829,-136437
30-Nov-12,Capital Goods,68265,103,-68162
30-Nov-12,Chemicals & Petrochemicals,8326,-77,-8403
30-Nov-12,Coal,12832,141,-12691
30-Nov-12,Commercial Services & Supplies,5906,29,-5877
30-Nov-12,Construction Materials,27703,-76,-27779
30-Nov-12,Consumer Durables,9475,70,-9405
30-Nov-12,Diversified2,2382,-113,-2495
30-Nov-12,Diversified Consumer Services,683,-20,-703
30-Nov-12,"Food, Beverages & Tobacco",70650,788,-69862
30-Nov-12,Forest Materials,447,5,-442
30-Nov-12,General Industrials,6306,-59,-6365
30-Nov-12,Hardware Technology & Equipment,240,0,-240
30-Nov-12,Healthcare Equipment & Supplies,1124,-41,-1165
30-Nov-12,Healthcare Services,4332,-120,-4452
30-Nov-12,"Hotels, Restaurants & Tourism",4863,56,-4807
30-Nov-12,Household & Personal Products,45623,240,-45383
30-Nov-12,Media,13347,48,-13299
30-Nov-12,Metals & Mining,36016,-205,-36221
30-Nov-12,Oil & Gas,72078,202,-71876
30-Nov-12,Pharmaceuticals & Biotechnology,59089,246,-58843
30-Nov-12,Realty,16856,86,-16770
30-Nov-12,Retailing,2753,14,-2739
30-Nov-12,Software & Services,122737,603,-122134
30-Nov-12,Telecom Services,24847,571,-24276
30-Nov-12,Telecommunications Equipment,141,6,-135
30-Nov-12,"Textiles, Apparels & Accessories",16597,61,-16536
30-Nov-12,Transportation,10265,109,-10156
30-Nov-12,Airlines,237,4,-233
30-Nov-12,Logistics,735,87,-648
30-Nov-12,Marine Port &  Services,3652,13,-3639
30-Nov-12,Roads & Highways,1130,24,-1106
30-Nov-12,Shipping,1016,7,-1009
30-Nov-12,Surface Transportation,33,0,-33
30-Nov-12,Transport Related  Services,3462,-26,-3488
30-Nov-12,Utilities3,37175,199,-36976
30-Nov-12,Sovereign,0,0,0
30-Nov-12,Others4,15551,710,-14841
30-Nov-12,Grand Total,1071324,6142,-1065182
30-Nov-20,Automobiles & Auto Components,158016,169610,11594
30-Nov-20,Total Financial Services,1151844,1205623,53779
30-Nov-20,Banks,694688,729689,35001
30-Nov-20,Other Financial Services1,457156,475934,18778
30-Nov-20,Capital Goods,114187,126250,12063
30-Nov-20,Chemicals & Petrochemicals,44217,45012,795
30-Nov-20,Coal,5329,5019,-310
30-Nov-20,Commercial Services & Supplies,11777,12438,661
30-Nov-20,Construction Materials,58537,60660,2123
30-Nov-20,Consumer Durables,72369,74817,2448
30-Nov-20,Diversified2,7733,8129,396
30-Nov-20,Diversified Consumer Services,2333,2566,233
30-Nov-20,Food & Drugs Retailing,0,0,0
30-Nov-20,"Food, Beverages & Tobacco",97359,103109,5750
30-Nov-20,Forest Materials,1008,1057,49
30-Nov-20,General Industrials,18201,19950,1749
30-Nov-20,Hardware Technology & Equipment,43,40,-3
30-Nov-20,Healthcare Equipment & Supplies,143,142,-1
30-Nov-20,Healthcare Services,30634,32706,2072
30-Nov-20,"Hotels, Restaurants & Tourism",15966,16502,536
30-Nov-20,Household & Personal Products,133262,131816,-1446
30-Nov-20,Insurance,82719,86508,3789
30-Nov-20,Media,17984,18037,53
30-Nov-20,Metals & Mining,41229,46604,5375
30-Nov-20,Oil & Gas,366462,356750,-9712
30-Nov-20,Pharmaceuticals & Biotechnology,149968,157320,7352
30-Nov-20,Real Estate Investment,0,0,0
30-Nov-20,Realty,27579,29159,1580
30-Nov-20,Retailing,47249,49746,2497
30-Nov-20,Software & Services,456768,454506,-2262
30-Nov-20,Telecom Services,68956,70913,1957
30-Nov-20,Telecommunications Equipment,68,62,-6
30-Nov-20,"Textiles, Apparels & Accessories",34638,36620,1982
30-Nov-20,Transportation,36927,38935,2008
30-Nov-20,Airlines,10279,9911,-368
30-Nov-20,Logistics,1602,1611,9
30-Nov-20,Marine Port & Services,13676,15645,1969
30-Nov-20,Roads & Highways,1363,1449,86
30-Nov-20,Shipping,841,904,63
30-Nov-20,Surface Transportation,29,31,2
30-Nov-20,Transport Related Services,6065,5977,-88
30-Nov-20,Airport Services,3072,3407,335
30-Nov-20,Utilities3,71361,77075,5714
30-Nov-20,Sovereign,0,0,0
30-Nov-20,Others4,21088,19782,-1306
30-Nov-20,Grand Total,3345954,3457463,111509
30-Nov-21,Automobiles & Auto Components,210139,193073,-17066
30-Nov-21,Total Financial Services,1609755,1464427,-145328
30-Nov-21,Banks,893454,818524,-74930
30-Nov-21,Other Financial Services1,716301,645902,-70399
30-Nov-21,Capital Goods,156196,143802,-12394
30-Nov-21,Chemicals & Petrochemicals,82870,77316,-5554
30-Nov-21,Coal,7096,6608,-488
30-Nov-21,Commercial Services & Supplies,40458,38388,-2070
30-Nov-21,Construction Materials,103291,93099,-10192
30-Nov-21,Consumer Durables,142304,138556,-3748
30-Nov-21,Diversified2,13478,12688,-790
30-Nov-21,Diversified Consumer Services,7109,6997,-112
30-Nov-21,Food & Drugs Retailing,2,3,1
30-Nov-21,"Food, Beverages & Tobacco",131627,124262,-7365
30-Nov-21,Forest Materials,2295,2059,-236
30-Nov-21,General Industrials,41340,38823,-2517
30-Nov-21,Hardware Technology & Equipment,82,76,-6
30-Nov-21,Healthcare Equipment & Supplies,1460,1894,434
30-Nov-21,Healthcare Services,67207,74094,6887
30-Nov-21,"Hotels, Restaurants & Tourism",36610,34343,-2267
30-Nov-21,Household & Personal Products,165629,159288,-6341
30-Nov-21,Insurance,119386,113335,-6051
30-Nov-21,Media,24170,23300,-870
30-Nov-21,Metals & Mining,106404,93596,-12808
30-Nov-21,Oil & Gas,518679,479683,-38996
30-Nov-21,Pharmaceuticals & Biotechnology,169751,166055,-3696
30-Nov-21,Real Estate Investment,0,0,0
30-Nov-21,Realty,68973,66266,-2707
30-Nov-21,Retailing,103289,110919,7630
30-Nov-21,Software & Services,705487,684150,-21337
30-Nov-21,Telecom Services,121484,120528,-956
30-Nov-21,Telecommunications Equipment,519,515,-4
30-Nov-21,"Textiles, Apparels & Accessories",74202,71147,-3055
30-Nov-21,Transportation,66646,58798,-7848
30-Nov-21,Airlines,17108,13654,-3454
30-Nov-21,Logistics,3692,3461,-231
30-Nov-21,Marine Port & Services,24201,21967,-2234
30-Nov-21,Roads & Highways,2811,2476,-335
30-Nov-21,Shipping,1301,1253,-48
30-Nov-21,Surface Transportation,160,150,-10
30-Nov-21,Transport Related Services,10752,9622,-1130
30-Nov-21,Airport Services,6620,6215,-405
30-Nov-21,Utilities3,175428,171688,-3740
30-Nov-21,Sovereign,0,0,0
30-Nov-21,Others4,33508,28125,-5383
30-Nov-21,Grand Total,5106876,4797902,-308974
30-Nov-22,Automobile and Auto Components,268885,271908,3023
30-Nov-22,Capital Goods,127902,129454,1552
30-Nov-22,Chemicals,104566,105523,957
30-Nov-22,Construction,69615,73356,3741
30-Nov-22,Construction Materials,83133,84868,1735
30-Nov-22,Consumer Durables,168881,169845,964
30-Nov-22,Consumer Services,117351,118749,1398
30-Nov-22,Diversified,1603,1583,-20
30-Nov-22,Fast Moving Consumer Goods,318667,333231,14564
30-Nov-22,Financial Services,1585145,1612810,27665
30-Nov-22,Forest Materials,1825,1903,78
30-Nov-22,Healthcare,238048,241739,3691
30-Nov-22,Information Technology,530608,534674,4066
30-Nov-22,"Media, Entertainment & Publication",22356,22560,204
30-Nov-22,Metals & Mining,169021,167640,-1381
30-Nov-22,"Oil, Gas & Consumable Fuels",565227,583358,18131
30-Nov-22,Power,236483,226118,-10365
30-Nov-22,Realty,55687,55488,-199
30-Nov-22,Services,79773,81236,1463
30-Nov-22,Telecommunication,132451,133294,843
30-Nov-22,Textiles,20535,20833,298
30-Nov-22,Utilities,404,620,216
30-Nov-22,Sovereign,0,0,0
30-Nov-22,Others,11793,15690,3897
30-Nov-22,Grand Total,4909960,4986480,76520
15-Oct-23,Automobile and Auto Components,356446,360339,3893
15-Oct-23,Capital Goods,224468,226915,2447
15-Oct-23,Chemicals,95978,96546,568
15-Oct-23,Construction,119216,121865,2649
15-Oct-23,Construction Materials,94657,96898,2241
15-Oct-23,Consumer Durables,186907,189289,2382
15-Oct-23,Consumer Services,150100,153860,3760
15-Oct-23,Diversified,3853,4074,221
15-Oct-23,Fast Moving Consumer Goods,378489,383321,4832
15-Oct-23,Financial Services,1774155,1775480,1325
15-Oct-23,Forest Materials,2607,2724,117
15-Oct-23,Healthcare,296745,294723,-2022
15-Oct-23,Information Technology,533829,534828,999
15-Oct-23,"Media, Entertainment & Publication",20687,20772,85
15-Oct-23,Metals & Mining,159296,157902,-1394
15-Oct-23,"Oil, Gas & Consumable Fuels",461509,461229,-280
15-Oct-23,Power,195336,188249,-7087
15-Oct-23,Realty,80489,85510,5021
15-Oct-23,Services,91973,94010,2037
15-Oct-23,Telecommunication,145857,150525,4668
15-Oct-23,Textiles,18652,19068,416
15-Oct-23,Utilities,886,889,3
15-Oct-23,Sovereign,0,0,0
15-Oct-23,Others,16520,14470,-2050
15-Oct-23,Grand Total,5408654,5433486,24832
15-Oct-24,Automobile and Auto Components,615068,589732,-25336
15-Oct-24,Capital Goods,413198,420078,6880
15-Oct-24,Chemicals,125531,122120,-3411
15-Oct-24,Construction,145187,138208,-6979
15-Oct-24,Construction Materials,132691,126254,-6437
15-Oct-24,Consumer Durables,247520,238910,-8610
15-Oct-24,Consumer Services,353707,351865,-1842
15-Oct-24,Diversified,7736,7153,-583
15-Oct-24,Fast Moving Consumer Goods,487906,461311,-26595
15-Oct-24,Financial Services,2169396,2095824,-73572
15-Oct-24,Forest Materials,4570,4685,115
15-Oct-24,Healthcare,491059,493423,2364
15-Oct-24,Information Technology,703359,712646,9287
15-Oct-24,"Media, Entertainment & Publication",14900,14195,-705
15-Oct-24,Metals & Mining,231908,222784,-9124
15-Oct-24,"Oil, Gas & Consumable Fuels",623963,566033,-57930
15-Oct-24,Power,338772,319763,-19009
15-Oct-24,Realty,169409,165605,-3804
15-Oct-24,Services,162266,158726,-3540
15-Oct-24,Telecommunication,306128,302851,-3277
15-Oct-24,Textiles,23976,24362,386
15-Oct-24,Utilities,2919,3192,273
15-Oct-24,Sovereign,0,0,0
15-Oct-24,Others,25106,25579,473
15-Oct-24,Grand Total,7796273,7565297,-230976
31-Oct-23,Automobile and Auto Components,360339,348871,-11468
31-Oct-23,Capital Goods,226915,219719,-7196
31-Oct-23,Chemicals,96546,91842,-4704
31-Oct-23,Construction,121865,113697,-8168
31-Oct-23,Construction Materials,96898,94617,-2281
31-Oct-23,Consumer Durables,189289,181013,-8276
31-Oct-23,Consumer Services,153860,147430,-6430
31-Oct-23,Diversified,4074,3788,-286
31-Oct-23,Fast Moving Consumer Goods,383321,373611,-9710
31-Oct-23,Financial Services,1775480,1714522,-60958
31-Oct-23,Forest Materials,2724,2565,-159
31-Oct-23,Healthcare,294723,282862,-11861
31-Oct-23,Information Technology,534828,513289,-21539
31-Oct-23,"Media, Entertainment & Publication",20772,19632,-1140
31-Oct-23,Metals & Mining,157902,149208,-8694
31-Oct-23,"Oil, Gas & Consumable Fuels",461229,445116,-16113
31-Oct-23,Power,188249,185421,-2828
31-Oct-23,Realty,85510,83649,-1861
31-Oct-23,Services,94010,88260,-5750
31-Oct-23,Telecommunication,150525,143209,-7316
31-Oct-23,Textiles,19068,19034,-34
31-Oct-23,Utilities,889,868,-21
31-Oct-23,Sovereign,0,0,0
31-Oct-23,Others,14470,15043,573
31-Oct-23,Grand Total,5433486,5237268,-196218
31-Oct-24,Automobile and Auto Components,589732,533563,-56169
31-Oct-24,Capital Goods,420078,384812,-35266
31-Oct-24,Chemicals,122120,118520,-3600
31-Oct-24,Construction,138208,136157,-2051
31-Oct-24,Construction Materials,126254,122031,-4223
31-Oct-24,Consumer Durables,238910,218783,-20127
31-Oct-24,Consumer Services,351865,311273,-40592
31-Oct-24,Diversified,7153,7012,-141
31-Oct-24,Fast Moving Consumer Goods,461311,431649,-29662
31-Oct-24,Financial Services,2095824,2067778,-28046
31-Oct-24,Forest Materials,4685,4352,-333
31-Oct-24,Healthcare,493423,488036,-5387
31-Oct-24,Information Technology,712646,667323,-45323
31-Oct-24,"Media, Entertainment & Publication",14195,13764,-431
31-Oct-24,Metals & Mining,222784,212399,-10385
31-Oct-24,"Oil, Gas & Consumable Fuels",566033,391580,-174453
31-Oct-24,Power,319763,305173,-14590
31-Oct-24,Realty,165605,154096,-11509
31-Oct-24,Services,158726,146386,-12340
31-Oct-24,Telecommunication,302851,281651,-21200
31-Oct-24,Textiles,24362,23723,-639
31-Oct-24,Utilities,3192,3439,247
31-Oct-24,Sovereign,0,0,0
31-Oct-24,Others,25579,84741,59162
31-Oct-24,Grand Total,7565297,7108240,-457057
15-Oct-20,Automobiles & Auto Components,148495,151765,3270
15-Oct-20,Total Financial Services,856176,924639,68463
15-Oct-20,Banks,505840,547377,41537
15-Oct-20,Other Financial Services1,350337,377262,26925
15-Oct-20,Capital Goods,93427,90813,-2614
15-Oct-20,Chemicals & Petrochemicals,43146,42875,-271
15-Oct-20,Coal,5193,4834,-359
15-Oct-20,Commercial Services & Supplies,9766,10054,288
15-Oct-20,Construction Materials,47945,50923,2978
15-Oct-20,Consumer Durables,63972,65706,1734
15-Oct-20,Diversified2,6000,6248,248
15-Oct-20,Diversified Consumer Services,2174,2193,19
15-Oct-20,Food & Drugs Retailing,1,0,-1
15-Oct-20,"Food, Beverages & Tobacco",92248,89231,-3017
15-Oct-20,Forest Materials,1082,1070,-12
15-Oct-20,General Industrials,16629,16294,-335
15-Oct-20,Hardware Technology & Equipment,45,42,-3
15-Oct-20,Healthcare Equipment & Supplies,117,128,11
15-Oct-20,Healthcare Services,28035,28752,717
15-Oct-20,"Hotels, Restaurants & Tourism",14861,14571,-290
15-Oct-20,Household & Personal Products,128272,130247,1975
15-Oct-20,Insurance,78507,76903,-1604
15-Oct-20,Media,22111,20065,-2046
15-Oct-20,Metals & Mining,36970,34225,-2745
15-Oct-20,Oil & Gas,396632,390936,-5696
15-Oct-20,Pharmaceuticals & Biotechnology,146553,148668,2115
15-Oct-20,Real Estate Investment,0,0,0
15-Oct-20,Realty,24263,23945,-318
15-Oct-20,Retailing,43650,41626,-2024
15-Oct-20,Software & Services,416167,451822,35655
15-Oct-20,Telecom Services,61740,59401,-2339
15-Oct-20,Telecommunications Equipment,81,76,-5
15-Oct-20,"Textiles, Apparels & Accessories",32886,32747,-139
15-Oct-20,Transportation,31905,32190,285
15-Oct-20,Airlines,7200,7655,455
15-Oct-20,Logistics,1441,1392,-49
15-Oct-20,Marine Port & Services,12623,12767,144
15-Oct-20,Roads & Highways,1346,1300,-46
15-Oct-20,Shipping,841,794,-47
15-Oct-20,Surface Transportation,29,30,1
15-Oct-20,Transport Related Services,5491,5310,-181
15-Oct-20,Airport Services,2933,2942,9
15-Oct-20,Utilities3,63212,61092,-2120
15-Oct-20,Sovereign,0,0,0
15-Oct-20,Others4,25227,22999,-2228
15-Oct-20,Grand Total,2937489,3027079,89590
15-Oct-21,Automobiles & Auto Components,198251,212805,14554
15-Oct-21,Total Financial Services,1548114,1612897,64783
15-Oct-21,Banks,875404,916029,40625
15-Oct-21,Other Financial Services1,672709,696868,24159
15-Oct-21,Capital Goods,132951,146357,13406
15-Oct-21,Chemicals & Petrochemicals,82241,88776,6535
15-Oct-21,Coal,7780,7601,-179
15-Oct-21,Commercial Services & Supplies,35287,39492,4205
15-Oct-21,Construction Materials,101309,99047,-2262
15-Oct-21,Consumer Durables,142947,148968,6021
15-Oct-21,Diversified2,13863,3908,-9955
15-Oct-21,Diversified Consumer Services,7046,7464,418
15-Oct-21,Food & Drugs Retailing,3,3,0
15-Oct-21,"Food, Beverages & Tobacco",130826,136772,5946
15-Oct-21,Forest Materials,2124,2286,162
15-Oct-21,General Industrials,39580,41999,2419
15-Oct-21,Hardware Technology & Equipment,71,86,15
15-Oct-21,Healthcare Equipment & Supplies,1439,1580,141
15-Oct-21,Healthcare Services,61480,61109,-371
15-Oct-21,"Hotels, Restaurants & Tourism",35584,41101,5517
15-Oct-21,Household & Personal Products,182828,182379,-449
15-Oct-21,Insurance,121951,118451,-3500
15-Oct-21,Media,23008,23496,488
15-Oct-21,Metals & Mining,107967,115501,7534
15-Oct-21,Oil & Gas,501861,535740,33879
15-Oct-21,Pharmaceuticals & Biotechnology,175944,179515,3571
15-Oct-21,Real Estate Investment,0,0,0
15-Oct-21,Realty,66609,69243,2634
15-Oct-21,Retailing,87999,99946,11947
15-Oct-21,Software & Services,705181,706933,1752
15-Oct-21,Telecom Services,116898,118075,1177
15-Oct-21,Telecommunications Equipment,431,522,91
15-Oct-21,"Textiles, Apparels & Accessories",62892,73504,10612
15-Oct-21,Transportation,63829,67419,3590
15-Oct-21,Airlines,14508,14986,478
15-Oct-21,Logistics,3221,3472,251
15-Oct-21,Marine Port & Services,24211,26551,2340
15-Oct-21,Roads & Highways,3075,3208,133
15-Oct-21,Shipping,1368,1397,29
15-Oct-21,Surface Transportation,83,98,15
15-Oct-21,Transport Related Services,11134,10646,-488
15-Oct-21,Airport Services,6229,7062,833
15-Oct-21,Utilities3,160764,173654,12890
15-Oct-21,Sovereign,0,0,0
15-Oct-21,Others4,31327,35083,3756
15-Oct-21,Grand Total,4950384,5151713,201329
15-Oct-22,Automobile and Auto Components,259928,253196,-6732
15-Oct-22,Capital Goods,119411,119747,336
15-Oct-22,Chemicals,102551,102842,291
15-Oct-22,Construction,62874,65286,2412
15-Oct-22,Construction Materials,76470,74680,-1790
15-Oct-22,Consumer Durables,177295,172116,-5179
15-Oct-22,Consumer Services,119028,115850,-3178
15-Oct-22,Diversified,1704,1645,-59
15-Oct-22,Fast Moving Consumer Goods,323204,311122,-12082
15-Oct-22,Financial Services,1459322,1472197,12875
15-Oct-22,Forest Materials,1639,1697,58
15-Oct-22,Healthcare,225618,225965,347
15-Oct-22,Information Technology,475769,491465,15696
15-Oct-22,"Media, Entertainment & Publication",21646,22097,451
15-Oct-22,Metals & Mining,147022,142734,-4288
15-Oct-22,"Oil, Gas & Consumable Fuels",514343,506554,-7789
15-Oct-22,Power,234233,222601,-11632
15-Oct-22,Realty,53138,52259,-879
15-Oct-22,Services,77695,74764,-2931
15-Oct-22,Telecommunication,126434,121931,-4503
15-Oct-22,Textiles,21441,21778,337
15-Oct-22,Utilities,360,361,1
15-Oct-22,Sovereign,0,0,0
15-Oct-22,Others,11168,11053,-115
15-Oct-22,Grand Total,4612296,4583941,-28355
31-Oct-12,Automobiles  & Auto Components,52000,453,-51547
31-Oct-12,Total Financial Services,309808,-93,-309901
31-Oct-12,Banks,179320,-35,-179355
31-Oct-12,Other  Financial Services1,130488,-58,-130546
31-Oct-12,Capital  Goods,69092,153,-68939
31-Oct-12,Chemicals  & Petrochemicals,8621,-36,-8657
31-Oct-12,Coal,13039,63,-12976
31-Oct-12,Commercial  Services & Supplies,5621,-2,-5623
31-Oct-12,Construction  Materials,28904,30,-28874
31-Oct-12,Consumer  Durables,9210,-28,-9238
31-Oct-12,Diversified2,2431,-32,-2463
31-Oct-12,Diversified  Consumer Services,752,-4,-756
31-Oct-12,"Food,  Beverages & Tobacco",67598,191,-67407
31-Oct-12,Forest  Materials,432,3,-429
31-Oct-12,General  Industrials,6290,-40,-6330
31-Oct-12,Hardware  Technology & Equipment,273,1,-272
31-Oct-12,Healthcare  Equipment & Supplies,1282,-1,-1283
31-Oct-12,Healthcare  Services,4071,24,-4047
31-Oct-12,"Hotels,  Restaurants & Tourism",4893,11,-4882
31-Oct-12,Household  & Personal Products,46845,61,-46784
31-Oct-12,Media,12373,-82,-12455
31-Oct-12,Metals  & Mining,38676,-139,-38815
31-Oct-12,Oil  & Gas,76472,-446,-76918
31-Oct-12,Pharmaceuticals  & Biotechnology,57637,236,-57401
31-Oct-12,Realty,16490,-170,-16660
31-Oct-12,Retailing,2804,-20,-2824
31-Oct-12,Software  & Services,123404,182,-123222
31-Oct-12,Telecom  Services,22293,-44,-22337
31-Oct-12,Telecommunications  Equipment,138,7,-131
31-Oct-12,"Textiles,  Apparels & Accessories",16692,70,-16622
31-Oct-12,Transportation,10634,-100,-10734
31-Oct-12,Airlines,265,-41,-306
31-Oct-12,Logistics,759,0,-759
31-Oct-12,Marine Port & Services,3490,32,-3458
31-Oct-12,Roads & Highways,1397,-83,-1480
31-Oct-12,Shipping,1016,-6,-1022
